Ice-Agg collection for the random orientation. 
Mean value taken from the average across 300 aggregates. 
Major axis taken as the largest axis from the fit-ellipsoid 
Ranges are taken from the bin edges (maximum range) 
Order: agg phi min, agg phi max, agg r min, agg r max, 
 monomer phi min, monomer phi max, monomer r min, monomer r max, value 
0.597 0.623 829.542 1058.257 0.010 100.000 8.000 400.000 1190.879 
0.597 0.623 1058.257 1434.368 0.010 100.000 10.000 600.000 1559.651 
0.597 0.623 1434.368 2001.650 0.010 100.000 20.000 800.000 2212.282 
0.597 0.623 2001.650 2827.656 0.010 100.000 20.000 1000.000 3109.462 
0.597 0.623 2827.656 3837.685 0.010 100.000 30.000 1000.000 4207.213 
0.597 0.623 3837.685 4999.871 0.010 100.000 40.000 1000.000 5693.771 
0.623 0.654 1.941 17.263 0.010 14.384 1.000 6.000 14.766 
0.623 0.654 17.263 29.172 0.010 37.927 1.000 9.000 30.591 
0.623 0.654 29.172 41.906 0.010 61.585 1.000 10.000 46.170 
0.623 0.654 41.906 55.148 0.010 100.000 1.000 20.000 62.232 
0.623 0.654 55.148 69.527 0.010 100.000 1.000 20.000 79.397 
0.623 0.654 69.527 87.203 0.010 100.000 1.000 40.000 99.303 
0.623 0.654 87.203 112.969 0.010 100.000 1.000 50.000 127.311 
0.623 0.654 112.969 154.913 0.010 100.000 2.000 80.000 166.923 
0.623 0.654 154.913 216.686 0.010 100.000 2.000 90.000 237.091 
0.623 0.654 216.686 305.762 0.010 100.000 3.000 100.000 341.821 
0.623 0.654 305.762 413.938 0.010 100.000 3.000 100.000 468.404 
0.623 0.654 413.938 531.909 0.010 100.000 4.000 100.000 596.844 
0.623 0.654 531.909 671.510 0.010 100.000 5.000 100.000 758.366 
0.623 0.654 671.510 839.122 0.010 100.000 7.000 300.000 945.331 
0.623 0.654 839.122 1071.754 0.010 100.000 9.000 400.000 1206.102 
0.623 0.654 1071.754 1450.233 0.010 100.000 20.000 600.000 1567.474 
0.623 0.654 1450.233 2023.995 0.010 100.000 20.000 900.000 2179.742 
0.623 0.654 2023.995 2832.324 0.010 100.000 20.000 900.000 3115.433 
0.623 0.654 2832.324 3859.876 0.010 100.000 30.000 1000.000 4332.252 
0.623 0.654 3859.876 4999.766 0.010 100.000 40.000 1000.000 5580.502 
0.654 0.701 1.728 17.397 0.010 23.357 1.000 8.000 14.876 
0.654 0.701 17.397 29.316 0.010 37.927 1.000 10.000 29.774 
0.654 0.701 29.316 41.780 0.010 37.927 1.000 10.000 46.395 
0.654 0.701 41.780 54.858 0.010 100.000 1.000 10.000 60.241 
0.654 0.701 54.858 69.791 0.010 61.585 1.000 20.000 76.393 
0.654 0.701 69.791 87.176 0.010 100.000 1.000 30.000 98.298 
0.654 0.701 87.176 113.293 0.010 100.000 1.000 40.000 122.079 
0.654 0.701 113.293 155.795 0.010 100.000 2.000 60.000 163.727 
0.654 0.701 155.795 217.189 0.010 100.000 2.000 90.000 231.793 
0.654 0.701 217.189 307.899 0.010 100.000 2.000 100.000 337.472 
0.654 0.701 307.899 415.476 0.010 100.000 3.000 100.000 459.888 
0.654 0.701 415.476 533.665 0.010 100.000 5.000 100.000 588.290 
0.654 0.701 533.665 669.692 0.010 100.000 5.000 300.000 760.451 
0.654 0.701 669.692 829.054 0.010 100.000 6.000 300.000 927.409 
0.654 0.701 829.054 1050.558 0.010 100.000 8.000 400.000 1150.724 
0.654 0.701 1050.558 1422.824 0.010 100.000 9.000 600.000 1502.878 
0.654 0.701 1422.824 1999.265 0.010 100.000 20.000 1000.000 2183.304 
0.654 0.701 1999.265 2826.120 0.010 100.000 30.000 900.000 3072.009 
0.654 0.701 2826.120 3850.650 0.010 100.000 30.000 1000.000 4237.984 
0.654 0.701 3850.650 4999.985 0.010 100.000 40.000 1000.000 5565.211 
0.701 0.973 1.813 17.547 0.010 14.384 1.000 6.000 14.465 
0.701 0.973 17.547 29.485 0.010 61.585 1.000 10.000 30.577 
0.701 0.973 29.485 42.070 0.010 61.585 1.000 10.000 45.111 
0.701 0.973 42.070 54.693 0.010 100.000 1.000 20.000 60.169 
0.701 0.973 54.693 68.856 0.010 61.585 1.000 20.000 77.208 
0.701 0.973 68.856 86.432 0.010 100.000 1.000 30.000 93.067 
0.701 0.973 86.432 110.708 0.010 100.000 1.000 30.000 116.604 
0.701 0.973 110.708 153.548 0.010 100.000 2.000 50.000 158.766 
0.701 0.973 153.548 215.082 0.010 100.000 2.000 90.000 226.736 
0.701 0.973 215.082 303.130 0.010 100.000 3.000 100.000 316.654 
0.701 0.973 303.130 410.670 0.010 100.000 3.000 100.000 449.721 
0.701 0.973 410.670 528.127 0.010 100.000 5.000 100.000 590.511 
0.701 0.973 528.127 657.337 0.010 100.000 6.000 200.000 726.433 
0.701 0.973 657.337 817.302 0.010 100.000 7.000 400.000 894.068 
0.701 0.973 817.302 1043.059 0.010 100.000 7.000 400.000 1113.797 
0.701 0.973 1043.059 1418.950 0.010 100.000 10.000 400.000 1507.320 
0.701 0.973 1418.950 1984.089 0.010 100.000 20.000 900.000 2124.329 
0.701 0.973 1984.089 2823.800 0.010 100.000 30.000 800.000 2863.906 
0.701 0.973 2823.800 3877.075 0.010 100.000 30.000 1000.000 4056.002 
0.701 0.973 3877.075 4999.971 0.010 100.000 40.000 1000.000 5393.787 
