Ice-Agg collection for the flat orientation. 
Characteristic values taken from the peak of a fit 
gamma distribution from 300 aggregates. 
Minor axis taken as the smallest axis from the fit-ellipsoid 
Ranges are taken from the bin edges (maximum range) 
Order: agg phi min, agg phi max, agg r min, agg r max, 
 monomer phi min, monomer phi max, monomer r min, monomer r max, value 
0.610 0.652 449.166 531.271 0.043 8.859 40.000 200.000 371.814 
0.610 0.652 531.271 624.040 0.070 14.384 40.000 300.000 426.906 
0.610 0.652 624.040 738.228 0.070 8.859 50.000 300.000 501.672 
0.610 0.652 738.228 922.519 0.043 14.384 60.000 400.000 613.603 
0.610 0.652 922.519 1549.727 0.043 23.357 50.000 700.000 832.768 
0.610 0.652 1549.727 2144.778 0.043 14.384 100.000 900.000 1358.846 
0.610 0.652 2144.778 2800.340 0.070 14.384 200.000 1000.000 1858.673 
0.610 0.652 2800.340 3472.696 0.043 14.384 200.000 1000.000 2397.926 
0.610 0.652 3472.696 4198.866 0.070 8.859 300.000 1000.000 2789.339 
0.610 0.652 4198.866 4999.985 0.043 14.384 300.000 1000.000 3330.578 
0.652 0.707 1.792 9.156 0.043 8.859 1.000 4.000 5.492 
0.652 0.707 9.156 16.218 0.070 8.859 1.000 7.000 10.315 
0.652 0.707 16.218 23.027 0.070 8.859 2.000 10.000 14.237 
0.652 0.707 23.027 31.364 0.070 8.859 2.000 9.000 20.905 
0.652 0.707 31.364 48.321 0.043 37.927 2.000 20.000 27.795 
0.652 0.707 48.321 98.495 0.043 14.384 4.000 40.000 47.871 
0.652 0.707 98.495 248.480 0.043 37.927 3.000 100.000 153.923 
0.652 0.707 248.480 331.097 0.070 8.859 20.000 100.000 233.679 
0.652 0.707 331.097 398.920 0.070 8.859 30.000 100.000 284.020 
0.652 0.707 398.920 471.442 0.070 14.384 40.000 200.000 336.945 
0.652 0.707 471.442 552.188 0.070 8.859 40.000 200.000 403.125 
0.652 0.707 552.188 643.165 0.070 14.384 50.000 200.000 466.525 
0.652 0.707 643.165 756.003 0.043 8.859 60.000 300.000 547.818 
0.652 0.707 756.003 949.802 0.043 8.859 60.000 400.000 628.670 
0.652 0.707 949.802 1603.359 0.070 8.859 70.000 800.000 906.843 
0.652 0.707 1603.359 2220.500 0.070 14.384 90.000 1000.000 1400.538 
0.652 0.707 2220.500 2856.873 0.070 61.585 70.000 1000.000 1962.790 
0.652 0.707 2856.873 3543.600 0.070 8.859 300.000 1000.000 2490.255 
0.652 0.707 3543.600 4259.175 0.070 8.859 300.000 1000.000 3013.640 
0.652 0.707 4259.175 4999.898 0.043 8.859 300.000 1000.000 3582.913 
0.707 0.965 1.710 9.069 0.070 8.859 1.000 4.000 6.031 
0.707 0.965 9.069 16.011 0.043 8.859 1.000 8.000 10.525 
0.707 0.965 16.011 22.534 0.070 5.456 2.000 10.000 15.250 
0.707 0.965 22.534 30.083 0.070 8.859 2.000 10.000 21.742 
0.707 0.965 30.083 46.160 0.070 8.859 3.000 20.000 27.960 
0.707 0.965 46.160 119.312 0.043 14.384 3.000 60.000 46.569 
0.707 0.965 119.312 273.554 0.070 8.859 10.000 100.000 185.120 
0.707 0.965 273.554 347.769 0.070 8.859 30.000 100.000 269.720 
0.707 0.965 347.769 418.028 0.070 8.859 30.000 100.000 323.498 
0.707 0.965 418.028 489.677 0.070 5.456 40.000 100.000 372.759 
0.707 0.965 489.677 567.773 0.070 8.859 40.000 200.000 437.560 
0.707 0.965 567.773 657.198 0.043 8.859 50.000 300.000 500.791 
0.707 0.965 657.198 764.855 0.026 8.859 60.000 300.000 595.303 
0.707 0.965 764.855 953.648 0.070 8.859 60.000 500.000 709.400 
0.707 0.965 953.648 1631.679 0.070 14.384 70.000 600.000 1064.882 
0.707 0.965 1631.679 2279.315 0.070 8.859 200.000 800.000 1628.446 
0.707 0.965 2279.315 2918.405 0.070 8.859 200.000 1000.000 2158.504 
0.707 0.965 2918.405 3591.220 0.113 5.456 300.000 1000.000 2778.675 
0.707 0.965 3591.220 4268.814 0.070 8.859 300.000 1000.000 3282.885 
0.707 0.965 4268.814 4999.994 0.070 8.859 400.000 1000.000 3906.270 
