Ice-Agg collection for the flat orientation.
Mean value taken from the average across 300 aggregates.
Major axis taken as the largest axis from the fit-ellipsoid
Ranges are taken from the bin edges (maximum range)
Order: agg phi min, agg phi max, agg r min, agg r max,
 monomer phi min, monomer phi max, monomer r min, monomer r max, value
0.652 0.707 23.027 31.364 0.070 8.859 2.000 9.000 33.380
0.652 0.707 31.364 48.321 0.043 37.927 2.000 20.000 48.951
0.652 0.707 48.321 98.495 0.043 14.384 4.000 40.000 86.755
0.652 0.707 98.495 248.480 0.043 37.927 3.000 100.000 257.847
0.652 0.707 248.480 331.097 0.070 8.859 20.000 100.000 375.168
0.652 0.707 331.097 398.920 0.070 8.859 30.000 100.000 459.333
0.652 0.707 398.920 471.442 0.070 14.384 40.000 200.000 551.301
0.652 0.707 471.442 552.188 0.070 8.859 40.000 200.000 637.672
0.652 0.707 552.188 643.165 0.070 14.384 50.000 200.000 740.763
0.652 0.707 643.165 756.003 0.043 8.859 60.000 300.000 853.673
0.652 0.707 756.003 949.802 0.043 8.859 60.000 400.000 1041.553
0.652 0.707 949.802 1603.359 0.070 8.859 70.000 800.000 1630.885
0.652 0.707 1603.359 2220.500 0.070 14.384 90.000 1000.000 2435.224
0.652 0.707 2220.500 2856.873 0.070 61.585 70.000 1000.000 3200.543
0.652 0.707 2856.873 3543.600 0.070 8.859 300.000 1000.000 3997.728
0.652 0.707 3543.600 4259.175 0.070 8.859 300.000 1000.000 4871.186
0.652 0.707 4259.175 4999.898 0.043 8.859 300.000 1000.000 5635.879
0.707 0.965 1.710 9.069 0.070 8.859 1.000 4.000 8.866
0.707 0.965 9.069 16.011 0.043 8.859 1.000 8.000 16.282
0.707 0.965 16.011 22.534 0.070 5.456 2.000 10.000 22.984
0.707 0.965 22.534 30.083 0.070 8.859 2.000 10.000 31.853
0.707 0.965 30.083 46.160 0.070 8.859 3.000 20.000 45.312
0.707 0.965 46.160 119.312 0.043 14.384 3.000 60.000 95.086
0.707 0.965 119.312 273.554 0.070 8.859 10.000 100.000 281.675
0.707 0.965 273.554 347.769 0.070 8.859 30.000 100.000 385.705
0.707 0.965 347.769 418.028 0.070 8.859 30.000 100.000 479.189
0.707 0.965 418.028 489.677 0.070 5.456 40.000 100.000 553.606
0.707 0.965 489.677 567.773 0.070 8.859 40.000 200.000 648.346
0.707 0.965 567.773 657.198 0.043 8.859 50.000 300.000 730.101
0.707 0.965 657.198 764.855 0.026 8.859 60.000 300.000 848.532
0.707 0.965 764.855 953.648 0.070 8.859 60.000 500.000 1015.672
0.707 0.965 953.648 1631.679 0.070 14.384 70.000 600.000 1625.472
0.707 0.965 1631.679 2279.315 0.070 8.859 200.000 800.000 2442.558
0.707 0.965 2279.315 2918.405 0.070 8.859 200.000 1000.000 3152.093
0.707 0.965 2918.405 3591.220 0.113 5.456 300.000 1000.000 3975.732
0.707 0.965 3591.220 4268.814 0.070 8.859 300.000 1000.000 4846.985
0.707 0.965 4268.814 4999.994 0.070 8.859 400.000 1000.000 5599.066
