Ice-Agg collection for the flat orientation.
Mean value taken from the average across 300 aggregates.
Major axis taken as the largest axis from the fit-ellipsoid
Ranges are taken from the aggregates being pulled from the db,
not the bin edges (maximum range)
Order: agg phi min, agg phi max, agg r min, agg r max,
 monomer phi min, monomer phi max, monomer r min, monomer r max, value
0.655 0.710 16.258 22.861 0.070 8.859 2.000 10.000 24.808
0.655 0.709 22.995 31.302 0.070 8.859 2.000 9.000 33.380
0.655 0.710 31.345 48.083 0.043 37.927 2.000 20.000 48.951
0.655 0.710 48.139 98.216 0.043 14.384 4.000 40.000 86.755
0.656 0.709 98.495 249.184 0.043 37.927 3.000 100.000 257.847
0.655 0.710 249.282 331.757 0.070 8.859 20.000 100.000 375.168
0.655 0.709 332.027 399.275 0.070 8.859 30.000 100.000 459.333
0.656 0.709 399.556 471.833 0.070 14.384 40.000 200.000 551.301
0.656 0.709 472.224 552.434 0.070 8.859 40.000 200.000 637.672
0.655 0.709 552.723 642.978 0.070 14.384 50.000 200.000 740.763
0.655 0.709 644.159 755.566 0.043 8.859 60.000 300.000 853.673
0.655 0.709 756.593 947.221 0.043 8.859 60.000 400.000 1041.553
0.656 0.710 949.569 1601.856 0.070 8.859 70.000 800.000 1630.885
0.656 0.709 1604.582 2219.869 0.070 14.384 90.000 1000.000 2435.224
0.655 0.709 2229.522 2857.681 0.070 61.585 70.000 1000.000 3200.543
0.655 0.710 2860.860 3542.643 0.070 8.859 300.000 1000.000 3997.728
0.656 0.709 3548.766 4256.480 0.070 8.859 300.000 1000.000 4871.186
0.655 0.709 4260.660 4998.150 0.043 8.859 300.000 1000.000 5635.879
0.710 0.888 1.986 9.061 0.070 8.859 1.000 4.000 8.866
0.710 0.905 9.066 15.991 0.043 8.859 1.000 8.000 16.282
0.710 0.939 16.011 22.479 0.070 5.456 2.000 10.000 22.984
0.710 0.931 22.517 30.020 0.070 8.859 2.000 10.000 31.853
0.710 0.892 30.061 45.998 0.070 8.859 3.000 20.000 45.312
0.710 0.894 46.163 119.163 0.043 14.384 3.000 60.000 95.086
0.710 0.911 120.511 274.299 0.070 8.859 10.000 100.000 281.675
0.710 0.919 274.823 347.338 0.070 8.859 30.000 100.000 385.705
0.710 0.887 348.160 418.231 0.070 8.859 30.000 100.000 479.189
0.710 0.932 418.774 489.566 0.070 5.456 40.000 100.000 553.606
0.710 0.921 489.967 567.723 0.070 8.859 40.000 200.000 648.346
0.710 0.934 568.168 656.336 0.043 8.859 50.000 300.000 730.101
0.710 0.956 657.600 764.650 0.026 8.859 60.000 300.000 848.532
0.710 0.898 764.922 953.572 0.070 8.859 60.000 500.000 1015.672
0.710 0.913 957.364 1631.228 0.070 14.384 70.000 600.000 1625.472
0.710 0.934 1634.695 2278.805 0.070 8.859 200.000 800.000 2442.558
0.710 0.892 2279.607 2916.188 0.070 8.859 200.000 1000.000 3152.093
0.710 0.913 2919.944 3589.042 0.113 5.456 300.000 1000.000 3975.732
0.710 0.941 3592.099 4267.422 0.070 8.859 300.000 1000.000 4846.985
0.710 0.900 4269.737 4997.489 0.070 8.859 400.000 1000.000 5599.066
