Ice-Agg collection for the random orientation.
Mean value taken from the average across 300 aggregates.
Major axis taken as the largest axis from the fit-ellipsoid
Ranges are taken from the aggregates being pulled from the db,
not the bin edges (maximum range)
Order: agg phi min, agg phi max, agg r min, agg r max,
 monomer phi min, monomer phi max, monomer r min, monomer r max, value
0.539 0.557 1082.797 1466.413 0.010 100.000 9.000 600.000 1702.108
0.539 0.557 1470.404 2015.886 0.010 100.000 20.000 800.000 2335.278
0.539 0.557 2021.289 2794.760 0.010 100.000 20.000 1000.000 3236.524
0.539 0.557 2796.686 3821.286 0.010 100.000 30.000 1000.000 4328.793
0.539 0.557 3831.008 4999.251 0.010 100.000 40.000 1000.000 5879.287
0.557 0.576 2.263 16.257 0.010 37.927 1.000 7.000 14.977
0.557 0.576 16.276 27.662 0.010 61.585 1.000 10.000 30.877
0.557 0.576 27.772 40.127 0.010 37.927 1.000 10.000 46.265
0.557 0.576 40.224 53.664 0.010 100.000 1.000 20.000 61.896
0.557 0.576 53.727 69.190 0.010 100.000 1.000 30.000 80.025
0.557 0.576 69.214 87.975 0.010 61.585 1.000 30.000 102.211
0.557 0.576 88.353 114.099 0.010 100.000 1.000 50.000 129.369
0.557 0.576 114.302 155.422 0.010 100.000 1.000 70.000 178.237
0.557 0.576 155.739 213.262 0.010 100.000 2.000 90.000 244.038
0.557 0.576 213.961 297.510 0.010 100.000 2.000 100.000 338.199
0.557 0.576 299.102 405.629 0.010 100.000 4.000 100.000 467.776
0.557 0.576 407.666 528.034 0.010 100.000 4.000 200.000 619.085
0.557 0.576 528.485 665.432 0.010 100.000 5.000 300.000 777.259
0.557 0.576 667.558 836.294 0.010 100.000 7.000 300.000 981.750
0.557 0.576 836.811 1076.764 0.010 100.000 8.000 500.000 1238.357
0.557 0.576 1077.113 1450.901 0.010 100.000 10.000 700.000 1633.429
0.557 0.576 1457.475 2003.850 0.010 100.000 20.000 800.000 2317.535
0.557 0.576 2008.248 2793.959 0.010 100.000 20.000 1000.000 3243.229
0.557 0.576 2800.392 3829.958 0.010 100.000 30.000 1000.000 4387.449
0.557 0.576 3831.020 4999.799 0.010 100.000 40.000 1000.000 5811.185
0.576 0.598 2.379 16.810 0.010 23.357 1.000 7.000 15.059
0.576 0.598 16.825 28.387 0.010 37.927 1.000 10.000 30.901
0.576 0.598 28.423 40.730 0.010 61.585 1.000 10.000 45.851
0.576 0.598 40.826 54.468 0.010 100.000 1.000 20.000 63.401
0.576 0.598 54.542 70.069 0.010 100.000 1.000 30.000 81.796
0.576 0.598 70.102 88.117 0.010 100.000 1.000 40.000 100.413
0.576 0.598 88.482 114.712 0.010 100.000 1.000 50.000 133.421
0.576 0.598 114.772 156.903 0.010 100.000 2.000 70.000 176.393
0.576 0.598 157.067 216.563 0.010 100.000 2.000 90.000 240.745
0.576 0.598 216.698 303.569 0.010 100.000 2.000 100.000 342.418
0.576 0.598 305.246 408.162 0.010 100.000 3.000 100.000 473.930
0.576 0.598 408.562 529.355 0.010 100.000 4.000 200.000 618.008
0.576 0.598 530.512 669.118 0.010 100.000 5.000 300.000 773.787
0.576 0.598 669.895 842.419 0.010 100.000 7.000 300.000 961.159
0.576 0.598 844.429 1076.520 0.010 100.000 8.000 500.000 1245.929
0.576 0.598 1078.898 1459.509 0.010 100.000 20.000 600.000 1613.197
0.576 0.598 1460.568 2017.619 0.010 100.000 20.000 900.000 2277.127
0.576 0.598 2019.037 2810.483 0.010 100.000 20.000 1000.000 3154.221
0.576 0.598 2818.609 3846.008 0.010 100.000 30.000 1000.000 4314.556
0.576 0.598 3852.430 4995.516 0.010 100.000 50.000 1000.000 5783.901
0.598 0.623 2.016 17.002 0.010 14.384 1.000 8.000 15.103
0.598 0.623 17.193 28.583 0.010 23.357 1.000 10.000 30.965
0.598 0.623 28.656 41.134 0.010 37.927 1.000 10.000 45.881
0.598 0.623 41.206 54.610 0.010 100.000 1.000 20.000 62.781
0.598 0.623 54.634 69.496 0.010 100.000 1.000 30.000 79.293
0.598 0.623 69.573 87.386 0.010 100.000 1.000 40.000 99.184
0.598 0.623 87.512 113.335 0.010 100.000 1.000 50.000 128.765
0.598 0.623 113.596 155.361 0.010 100.000 2.000 70.000 169.328
0.598 0.623 156.147 215.284 0.010 100.000 2.000 80.000 240.042
0.598 0.623 215.522 300.467 0.010 100.000 2.000 100.000 330.841
0.598 0.623 300.727 405.213 0.010 100.000 3.000 100.000 458.437
0.598 0.623 408.444 524.182 0.010 100.000 4.000 200.000 609.661
0.598 0.623 524.972 660.418 0.010 100.000 6.000 300.000 763.618
0.598 0.623 660.924 828.135 0.010 100.000 6.000 300.000 956.048
0.598 0.623 828.736 1056.041 0.010 100.000 8.000 400.000 1190.879
0.598 0.623 1057.588 1426.819 0.010 100.000 10.000 600.000 1559.651
0.598 0.623 1433.840 1997.254 0.010 100.000 20.000 800.000 2212.282
0.598 0.623 1998.001 2820.593 0.010 100.000 20.000 1000.000 3109.462
0.598 0.623 2823.562 3831.449 0.010 100.000 30.000 1000.000 4207.213
0.598 0.623 3841.121 4999.667 0.010 100.000 40.000 1000.000 5693.771
0.623 0.655 3.707 17.086 0.010 14.384 1.000 6.000 14.766
0.623 0.654 17.280 29.108 0.010 37.927 1.000 9.000 30.591
0.623 0.655 29.193 41.873 0.010 61.585 1.000 10.000 46.170
0.623 0.655 41.914 55.125 0.010 100.000 1.000 20.000 62.232
0.623 0.655 55.400 69.523 0.010 100.000 1.000 20.000 79.397
0.623 0.655 69.554 87.245 0.010 100.000 1.000 40.000 99.303
0.623 0.655 87.348 112.733 0.010 100.000 1.000 50.000 127.311
0.623 0.655 113.003 155.003 0.010 100.000 2.000 80.000 166.923
0.623 0.655 155.276 216.281 0.010 100.000 2.000 90.000 237.091
0.623 0.655 217.100 305.657 0.010 100.000 3.000 100.000 341.821
0.623 0.655 306.193 413.847 0.010 100.000 3.000 100.000 468.404
0.623 0.655 414.397 531.817 0.010 100.000 4.000 100.000 596.844
0.623 0.655 531.918 669.327 0.010 100.000 5.000 100.000 758.366
0.623 0.655 671.682 837.831 0.010 100.000 7.000 300.000 945.331
0.623 0.655 839.315 1069.600 0.010 100.000 9.000 400.000 1206.102
0.623 0.655 1075.532 1449.269 0.010 100.000 20.000 600.000 1567.474
