Ice-Agg collection for the flat orientation.
Characteristic values taken from the peak of a fit
gamma distribution from 300 aggregates.
Ranges are taken from the aggregates being pulled from the db,
not the bin edges (maximum range)
Order: agg phi min, agg phi max, agg r min, agg r max,
 monomer phi min, monomer phi max, monomer r min, monomer r max, value
0.614 0.655 626.625 740.088 0.070 8.859 50.000 300.000 816.789
0.614 0.655 740.449 927.446 0.043 14.384 60.000 400.000 837.811
0.614 0.655 929.395 1556.441 0.043 23.357 50.000 700.000 1361.457
0.614 0.655 1559.579 2147.062 0.043 14.384 100.000 900.000 2038.719
0.614 0.655 2149.794 2801.108 0.070 14.384 200.000 1000.000 2994.465
0.614 0.655 2805.660 3475.628 0.043 14.384 200.000 1000.000 3754.102
0.614 0.655 3484.170 4205.894 0.070 8.859 300.000 1000.000 3898.731
0.614 0.655 4209.288 4999.251 0.043 14.384 300.000 1000.000 4751.984
0.655 0.709 2.972 9.166 0.043 8.859 1.000 4.000 8.430
0.656 0.710 9.184 16.191 0.070 8.859 1.000 7.000 12.910
0.655 0.710 16.258 22.861 0.070 8.859 2.000 10.000 18.427
0.655 0.709 22.995 31.302 0.070 8.859 2.000 9.000 26.268
0.655 0.710 31.345 48.083 0.043 37.927 2.000 20.000 35.428
0.655 0.710 48.139 98.216 0.043 14.384 4.000 40.000 69.804
0.656 0.709 98.495 249.184 0.043 37.927 3.000 100.000 244.118
0.655 0.710 249.282 331.757 0.070 8.859 20.000 100.000 336.980
0.655 0.709 332.027 399.275 0.070 8.859 30.000 100.000 474.871
0.656 0.709 399.556 471.833 0.070 14.384 40.000 200.000 447.375
0.656 0.709 472.224 552.434 0.070 8.859 40.000 200.000 522.721
0.655 0.709 552.723 642.978 0.070 14.384 50.000 200.000 610.758
0.655 0.709 644.159 755.566 0.043 8.859 60.000 300.000 716.765
0.655 0.709 756.593 947.221 0.043 8.859 60.000 400.000 832.291
0.656 0.710 949.569 1601.856 0.070 8.859 70.000 800.000 1318.831
0.656 0.709 1604.582 2219.869 0.070 14.384 90.000 1000.000 1832.263
0.655 0.709 2229.522 2857.681 0.070 61.585 70.000 1000.000 2533.784
0.655 0.710 2860.860 3542.643 0.070 8.859 300.000 1000.000 3230.209
0.656 0.709 3548.766 4256.480 0.070 8.859 300.000 1000.000 3978.632
0.655 0.709 4260.660 4998.150 0.043 8.859 300.000 1000.000 5213.474
0.710 0.888 1.986 9.061 0.070 8.859 1.000 4.000 7.869
0.710 0.905 9.066 15.991 0.043 8.859 1.000 8.000 13.311
0.710 0.939 16.011 22.479 0.070 5.456 2.000 10.000 19.941
0.710 0.931 22.517 30.020 0.070 8.859 2.000 10.000 28.916
0.710 0.892 30.061 45.998 0.070 8.859 3.000 20.000 40.406
0.710 0.894 46.163 119.163 0.043 14.384 3.000 60.000 73.257
0.710 0.911 120.511 274.299 0.070 8.859 10.000 100.000 236.178
0.710 0.919 274.823 347.338 0.070 8.859 30.000 100.000 300.295
0.710 0.887 348.160 418.231 0.070 8.859 30.000 100.000 379.071
0.710 0.932 418.774 489.566 0.070 5.456 40.000 100.000 451.277
0.710 0.921 489.967 567.723 0.070 8.859 40.000 200.000 529.419
0.710 0.934 568.168 656.336 0.043 8.859 50.000 300.000 618.798
0.710 0.956 657.600 764.650 0.026 8.859 60.000 300.000 824.879
0.710 0.898 764.922 953.572 0.070 8.859 60.000 500.000 948.130
0.710 0.913 957.364 1631.228 0.070 14.384 70.000 600.000 1402.234
0.710 0.934 1634.695 2278.805 0.070 8.859 200.000 800.000 2082.194
0.710 0.892 2279.607 2916.188 0.070 8.859 200.000 1000.000 2497.949
0.710 0.913 2919.944 3589.042 0.113 5.456 300.000 1000.000 3146.092
0.710 0.941 3592.099 4267.422 0.070 8.859 300.000 1000.000 3962.389
0.710 0.900 4269.737 4997.489 0.070 8.859 400.000 1000.000 5178.095
