Ice-Agg collection for the flat orientation.
Characteristic values taken from the peak of a fit
gamma distribution from 300 aggregates.
Ranges are taken from the bin edges (maximum range)
Order: agg phi min, agg phi max, agg r min, agg r max,
 monomer phi min, monomer phi max, monomer r min, monomer r max, value
0.610 0.652 3472.696 4198.866 0.070 8.859 300.000 1000.000 3898.731
0.610 0.652 4198.866 4999.985 0.043 14.384 300.000 1000.000 4751.984
0.652 0.707 1.792 9.156 0.043 8.859 1.000 4.000 8.430
0.652 0.707 9.156 16.218 0.070 8.859 1.000 7.000 12.910
0.652 0.707 16.218 23.027 0.070 8.859 2.000 10.000 18.427
0.652 0.707 23.027 31.364 0.070 8.859 2.000 9.000 26.268
0.652 0.707 31.364 48.321 0.043 37.927 2.000 20.000 35.428
0.652 0.707 48.321 98.495 0.043 14.384 4.000 40.000 69.804
0.652 0.707 98.495 248.480 0.043 37.927 3.000 100.000 244.118
0.652 0.707 248.480 331.097 0.070 8.859 20.000 100.000 336.980
0.652 0.707 331.097 398.920 0.070 8.859 30.000 100.000 474.871
0.652 0.707 398.920 471.442 0.070 14.384 40.000 200.000 447.375
0.652 0.707 471.442 552.188 0.070 8.859 40.000 200.000 522.721
0.652 0.707 552.188 643.165 0.070 14.384 50.000 200.000 610.758
0.652 0.707 643.165 756.003 0.043 8.859 60.000 300.000 716.765
0.652 0.707 756.003 949.802 0.043 8.859 60.000 400.000 832.291
0.652 0.707 949.802 1603.359 0.070 8.859 70.000 800.000 1318.831
0.652 0.707 1603.359 2220.500 0.070 14.384 90.000 1000.000 1832.263
0.652 0.707 2220.500 2856.873 0.070 61.585 70.000 1000.000 2533.784
0.652 0.707 2856.873 3543.600 0.070 8.859 300.000 1000.000 3230.209
0.652 0.707 3543.600 4259.175 0.070 8.859 300.000 1000.000 3978.632
0.652 0.707 4259.175 4999.898 0.043 8.859 300.000 1000.000 5213.474
0.707 0.965 1.710 9.069 0.070 8.859 1.000 4.000 7.869
0.707 0.965 9.069 16.011 0.043 8.859 1.000 8.000 13.311
0.707 0.965 16.011 22.534 0.070 5.456 2.000 10.000 19.941
0.707 0.965 22.534 30.083 0.070 8.859 2.000 10.000 28.916
0.707 0.965 30.083 46.160 0.070 8.859 3.000 20.000 40.406
0.707 0.965 46.160 119.312 0.043 14.384 3.000 60.000 73.257
0.707 0.965 119.312 273.554 0.070 8.859 10.000 100.000 236.178
0.707 0.965 273.554 347.769 0.070 8.859 30.000 100.000 300.295
0.707 0.965 347.769 418.028 0.070 8.859 30.000 100.000 379.071
0.707 0.965 418.028 489.677 0.070 5.456 40.000 100.000 451.277
0.707 0.965 489.677 567.773 0.070 8.859 40.000 200.000 529.419
0.707 0.965 567.773 657.198 0.043 8.859 50.000 300.000 618.798
0.707 0.965 657.198 764.855 0.026 8.859 60.000 300.000 824.879
0.707 0.965 764.855 953.648 0.070 8.859 60.000 500.000 948.130
0.707 0.965 953.648 1631.679 0.070 14.384 70.000 600.000 1402.234
0.707 0.965 1631.679 2279.315 0.070 8.859 200.000 800.000 2082.194
0.707 0.965 2279.315 2918.405 0.070 8.859 200.000 1000.000 2497.949
0.707 0.965 2918.405 3591.220 0.113 5.456 300.000 1000.000 3146.092
0.707 0.965 3591.220 4268.814 0.070 8.859 300.000 1000.000 3962.389
0.707 0.965 4268.814 4999.994 0.070 8.859 400.000 1000.000 5178.095
